变量名,typeSeqID,weight,group,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,choice1,choice1_tw,choice1_en,choice1_vn,choice1_kr,choice1_pt,choice1_th,choice2,choice2_tw,choice2_en,choice2_vn,choice2_kr,choice2_pt,choice2_th,choice3,choice3_tw,choice3_en,choice3_vn,choice3_kr,choice3_pt,choice3_th,choice4,choice4_tw,choice4_en,choice4_vn,choice4_kr,choice4_pt,choice4_th,answer,imgID
231,2,50,291,动画中，以下精灵中哪只武藏没有拥有过？,動畫中，以下精靈中哪只武藏沒有擁有過？,"In the animation, which of the following Pokémon has not owned by Jessie?",,,,,超坏星,超壞星,Toxapex,Toxapex,Toxapex,Toxapex,Toxapex,果然翁,果然翁,Wobbuffet,Wobbuffet,Wobbuffet,Wobbuffet,Wobbuffet,阿柏蛇,阿柏蛇,Ekans,Ekans,Ekans,Ekans,Ekans,南瓜精,南瓜精,Pumpkaboo,Pumpkaboo,Pumpkaboo,Pumpkaboo,Pumpkaboo,1,
232,2,50,292,以下蘑菇型精灵中哪只是妖精属性的？,以下蘑菇型精靈中哪只是妖精屬性的？,Which of the following mushroom like Pokémon are Fairy type?,,,,,睡睡菇,睡睡菇,Morelull,Morelull,Morelull,Morelull,Morelull,蘑蘑菇,蘑蘑菇,Shroomish,Shroomish,Shroomish,Shroomish,Shroomish,哎呀球菇,哎呀球菇,Foongus,Foongus,Foongus,Foongus,Foongus,派拉斯特,派拉斯特,Parasect,Parasect,Parasect,Parasect,Parasect,1,
233,2,50,293,噬沙堡爷是幽灵和地面系精灵，头顶上有一个很显著的红色铲子，请问铲子的用处是什么？,噬沙堡爺是幽靈和地面系精靈，頭頂上有一個很顯著的紅色鏟子，請問鏟子的用處是什麽？,Palossand is a Ghost and Ground type Pokémon. There is a very prominent red shovel on top of its head. What is the use of the shovel?,,,,,有着雷达的功能,有著雷達的功能,Has the function of radar,Has the function of radar,Has the function of radar,Has the function of radar,Has the function of radar,无作用，可以拔掉,無作用，可以拔掉,"No effect, can be pull out","No effect, can be pull out","No effect, can be pull out","No effect, can be pull out","No effect, can be pull out",一种专属武器,一種專屬武器,An exclusive weapon,An exclusive weapon,An exclusive weapon,An exclusive weapon,An exclusive weapon,吸引小孩子跟自己玩,吸引小孩子跟自己玩,Attract children to play with themselves,Attract children to play with themselves,Attract children to play with themselves,Attract children to play with themselves,Attract children to play with themselves,1,
234,2,50,294,精灵世界中存在很多人造精灵，下面精灵中哪只不是人造的精灵？,精靈世界中存在很多人造精靈，下面精靈中哪只不是人造的精靈？,There are many artificial Pokémons in the world of Pokémon. Which one of the following Pokémon is not artificial?,,,,,梦幻,夢幻,Mew,Mew,Mew,Mew,Mew,多边兽,多邊獸,Polygon,Polygon,Polygon,Polygon,Polygon,超梦,超夢,Mewtwo,Mewtwo,Mewtwo,Mewtwo,Mewtwo,属性：空,屬性：空,Type: Null,Type: Null,Type: Null,Type: Null,Type: Null,1,
235,2,50,295,有很多精灵都十分懒散，请问以下精灵中哪只不会很懒散？,有很多精靈都十分懶散，請問以下精靈中哪只不會很懶散？,Many Pokémons are very lazy. Which of the following Pokémons is not very lazy?,,,,,皮卡丘,皮卡丘,Pikachu,Pikachu,Pikachu,Pikachu,Pikachu,树枕尾熊,樹枕尾熊,Komala,Komala,Komala,Komala,Komala,卡比兽,卡比獸,Snorlax,Snorlax,Snorlax,Snorlax,Snorlax,请假王,請假王,Slaking,Slaking,Slaking,Slaking,Slaking,1,
236,2,50,296,剧场版动画【就决定是你了！】中躲在小智影子里的精灵是谁？,劇場版動畫【就決定是你了！】中躲在小智影子裏的精靈是誰？,Movie [I Choose You!] Who is the Pokémons hiding in the shadow of Ash?,,,,,玛夏多,瑪夏多,Marshadow,Marshadow,Marshadow,Marshadow,Marshadow,耿鬼,耿鬼,Gengar,Gengar,Gengar,Gengar,Gengar,勾魂眼,勾魂眼,Sableye,Sableye,Sableye,Sableye,Sableye,夜巡灵,夜巡靈,Duskull,Duskull,Duskull,Duskull,Duskull,1,
237,2,50,297,以下精灵中哪只能飞？,以下精靈中哪只能飛？,Which of the following Pokémons can fly?,,,,,大葱鸭,大蔥鴨,Farfetch'd,Farfetch'd,Farfetch'd,Farfetch'd,Farfetch'd,始祖小鸟,始祖小鳥,Archen,Archen,Archen,Archen,Archen,嘟嘟,嘟嘟,Doduo,Doduo,Doduo,Doduo,Doduo,天然雀,天然雀,Natu,Natu,Natu,Natu,Natu,1,
238,3,50,325,火稚鸡从嘴里喷射出的火花温度可以达到多少？,火稚雞從嘴裏噴射出的火花溫度可以達到多少？,What is the temperature of the spark from Torchic's mouth?,,,,,1000°,1000°,1000°,1000°,1000°,1000°,1000°,500°,500°,500°,500°,500°,500°,500°,800°,800°,800°,800°,800°,800°,800°,1300°,1300°,1300°,1300°,1300°,1300°,1300°,1,
239,3,50,326,有三只传说精灵分别被称为"意志之神"、"感情之神"、"知识之神"，请问是谁代表着"知识之神"？,有三只傳說精靈分別被稱為"意誌之神"、"感情之神"、"知識之神"，請問是誰代表著"知識之神"？,"There are three legendary Pokémons called ""The Being of Willpowerl"", ""The Being of Emotion"" and ""The Being of Knowledge"". Who represents the ""The Being of Knowledge""?",,,,,由克希,由克希,Uxie,Uxie,Uxie,Uxie,Uxie,艾姆利多,艾姆利多,Mesprit,Mesprit,Mesprit,Mesprit,Mesprit,亚克诺姆,亞克諾姆,Azelf,Azelf,Azelf,Azelf,Azelf,帝牙卢卡,帝牙盧卡,Dialga,Dialga,Dialga,Dialga,Dialga,1,
240,3,50,327,以下哪只精灵可通过自己的触角感知精灵蛋何时孵化？,以下哪只精靈可通過自己的觸角感知精靈蛋何時孵化？,Which of the following Pokémons can perceive when the Pokémon egg hatches through its tentacles?,,,,,差不多娃娃,差不多娃娃,Audino,Audino,Audino,Audino,Audino,幸福蛋,幸福蛋,Blissey,Blissey,Blissey,Blissey,Blissey,章鱼桶,章魚桶,Octillery,Octillery,Octillery,Octillery,Octillery,心蝙蝠,心蝙蝠,Swoobat,Swoobat,Swoobat,Swoobat,Swoobat,1,
241,3,50,328,以下哪个是可以让绵绵泡芙不会闹脾气的方法？,以下哪個是可以讓綿綿泡芙不會鬧脾氣的方法？,Which of the following is the way to keep Swirlix from getting angry?,,,,,需要吃掉与自己体重相同重量的砂糖,需要吃掉與自己體重相同重量的砂糖,Need to eat sugar of the same weight as its own weight,Need to eat sugar of the same weight as its own weight,Need to eat sugar of the same weight as its own weight,Need to eat sugar of the same weight as its own weight,Need to eat sugar of the same weight as its own weight,需要吃大量的水果,需要吃大量的水果,Need to eat a lot of fruit,Need to eat a lot of fruit,Need to eat a lot of fruit,Need to eat a lot of fruit,Need to eat a lot of fruit,需要训练家的按摩它的头部,需要訓練家的按摩它的頭部,Needs trainer to massage its head,Needs trainer to massage its head,Needs trainer to massage its head,Needs trainer to massage its head,Needs trainer to massage its head,每天都需要吃一个精灵泡芙,每天都需要吃一個精靈泡芙,I need to eat a Poké puff every day,I need to eat a Poké puff every day,I need to eat a Poké puff every day,I need to eat a Poké puff every day,I need to eat a Poké puff every day,1,
242,3,50,329,有一只精灵会生活在古代寒冷的土地上鸣叫的时候夜空中会出现极光。请问它是？,有一只精靈會生活在古代寒冷的土地上鳴叫的時候夜空中會出現極光。請問它是？,"There is an Pokémon who lives on the cold land of ancient times and when it screams, there will be aurora in the night sky. What it this Pokémon?",,,,,冰雪龙,冰雪龍,Amaura,Amaura,Amaura,Amaura,Amaura,急冻鸟,急凍鳥,Articuno,Articuno,Articuno,Articuno,Articuno,哈克龙,哈克龍,Dragonair,Dragonair,Dragonair,Dragonair,Dragonair,冰岩怪,冰巖怪,Avalugg,Avalugg,Avalugg,Avalugg,Avalugg,1,
243,3,50,330,传说精灵哲尔尼亚斯据说能够分享出永恒的生命，并以树木的样子沉睡一段时间后复活，请问沉睡多久？,傳說精靈哲爾尼亞斯據說能夠分享出永恒的生命，並以樹木的樣子沈睡一段時間後復活，請問沈睡多久？,"It is said that Legendary Pokémon Xerneas is able to share its eternal life, sleep for a period like a tree and then resurrect. How long does it need to sleep?",,,,,1000年,1000年,1000 years,1000 years,1000 years,1000 years,1000 years,1500年,1500年,1500 years,1500 years,1500 years,1500 years,1500 years,2000年,2000年,2000 years,2000 years,2000 years,2000 years,2000 years,3000年,3000年,3000 years,3000 years,3000 years,3000 years,3000 years,1,
244,3,50,331,太古羽虫会通过扭动长在体侧的翅膀在远古的大海里游动，请问他体侧有多少个翅膀？,太古羽蟲會通過扭動長在體側的翅膀在遠古的大海裏遊動，請問他體側有多少個翅膀？,Anorith swim in the ancient sea by twisting the wings that grow on its sides. How many wings are there?,,,,,8个,8個,Eight,Eight,Eight,Eight,Eight,6个,6個,Six,Six,Six,Six,Six,4个,4個,Four,Four,Four,Four,Four,10个,10個,Ten,Ten,Ten,Ten,Ten,1,
245,3,50,332,花岩怪因为500年前作恶多端，导致身体被绑缚在楔石的裂缝里，并且装载着大量魂魄在内。请问装载了多少个魂魄？,花巖怪因為500年前作惡多端，導致身體被綁縛在楔石的裂縫裏，並且裝載著大量魂魄在內。請問裝載了多少個魂魄？,Spiritomb was bound to a fissure in an Odd Keystone as punishment for misdeeds 500 years ago. and it was formed by a lot of souls. How many souls are there?,,,,,108个,108個,108,108,108,108,108,112个,112個,112,112,112,112,112,136个,136個,136,136,136,136,136,173个,173個,173,173,173,173,173,1,
246,3,50,333,滚滚蝙蝠会用鼻孔吸附在洞穴岩壁上睡觉，请问吸附过的地方会留下什么痕迹？,滾滾蝙蝠會用鼻孔吸附在洞穴巖壁上睡覺，請問吸附過的地方會留下什麽痕跡？,Woobat will sleep on the cave wall with its nostrils adsorbing on it. What traces will be left in the place where it has been adsorbed?,,,,,心形,心形,Heart-shaped,Heart-shaped,Heart-shaped,Heart-shaped,Heart-shaped,圆形,圓形,Round shape,Round shape,Round shape,Round shape,Round shape,两个点,兩個點,Two points,Two points,Two points,Two points,Two points,方形,方形,Square,Square,Square,Square,Square,1,
247,3,50,334,以下关于百合根娃娃头顶的叶子描述不正确的是哪一项?,以下關於百合根娃娃頭頂的葉子描述不正確的是哪一項?,Which one of the following descriptions of the leaves on the head of Petilil is incorrect?,,,,,咬起来清香可口,咬起來清香可口,It tastes fragrant and delicious,It tastes fragrant and delicious,It tastes fragrant and delicious,It tastes fragrant and delicious,It tastes fragrant and delicious,咬起来很苦,咬起來很苦,Bitter tasted,Bitter tasted,Bitter tasted,Bitter tasted,Bitter tasted,使用后缓解身体疲劳,使用後緩解身體疲勞,Relieve body fatigue after use,Relieve body fatigue after use,Relieve body fatigue after use,Relieve body fatigue after use,Relieve body fatigue after use,使用后精神恢复,使用後精神恢復,Mental recovery after use,Mental recovery after use,Mental recovery after use,Mental recovery after use,Mental recovery after use,1,
248,3,50,335,以下关于混混鳄眼球膜说法错误的是？,以下關於混混鱷眼球膜說法錯誤的是？,Which of the following statements about Krokorok’s eyeballs is wrong?,,,,,在黑夜中可以发光,在黑夜中可以發光,Can shine in the dark,Can shine in the dark,Can shine in the dark,Can shine in the dark,Can shine in the dark,在沙暴中有效保护眼睛,在沙暴中有效保護眼睛,Effectively protect your eyes in sandstorms,Effectively protect your eyes in sandstorms,Effectively protect your eyes in sandstorms,Effectively protect your eyes in sandstorms,Effectively protect your eyes in sandstorms,可以感知物体的热度,可以感知物體的熱度,Can sense the heat of the object,Can sense the heat of the object,Can sense the heat of the object,Can sense the heat of the object,Can sense the heat of the object,在黑暗中也能看见周围,在黑暗中也能看見周圍,Able to see my surroundings even in the dark,Able to see my surroundings even in the dark,Able to see my surroundings even in the dark,Able to see my surroundings even in the dark,Able to see my surroundings even in the dark,1,
249,3,50,336,哭哭面具无时无刻都会拿着一个面具，因为这个面具是？,哭哭面具無時無刻都會拿著一個面具，因為這個面具是？,"Yamask will hold a mask all the time, because this mask is?",,,,,还是人类时的脸,還是人類時的臉,The face when it was still a human,The face when it was still a human,The face when it was still a human,The face when it was still a human,The face when it was still a human,有着巨大的能量,有著巨大的能量,Has great energy,Has great energy,Has great energy,Has great energy,Has great energy,因为没有身体，用来装饰,因為沒有身體，用來裝飾,"Because it has no body, it is used for decoration","Because it has no body, it is used for decoration","Because it has no body, it is used for decoration","Because it has no body, it is used for decoration","Because it has no body, it is used for decoration",粘贴在身上无法拿下来,粘貼在身上無法拿下來,Pasted on the body and cannot be taken off,Pasted on the body and cannot be taken off,Pasted on the body and cannot be taken off,Pasted on the body and cannot be taken off,Pasted on the body and cannot be taken off,1,
250,3,50,337,以下哪只精灵被称为鸟精灵的祖先，有翅膀但不会飞？,以下哪只精靈被稱為鳥精靈的祖先，有翅膀但不會飛？,"Which of the following Pokémons is called the ancestor of bird Pokémons, has wings but can't fly?",,,,,始祖小鸟,始祖小鳥,Archen,Archen,Archen,Archen,Archen,波波,波波,Pidgey,Pidgey,Pidgey,Pidgey,Pidgey,傲骨燕,傲骨燕,Taillow,Taillow,Taillow,Taillow,Taillow,化石翼龙,化石翼龍,Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,1,
251,3,50,338,圆法师是蟋蟀精灵，会通过前后晃动脑袋、触角互相碰撞发出悦人的音色。请问这个碰撞声和什么乐器很像？,圓法師是蟋蟀精靈，會通過前後晃動腦袋、觸角互相碰撞發出悅人的音色。請問這個碰撞聲和什麽樂器很像？,Kricketot is a cricket Pokémon which can make a pleasant tone by shaking his head back and forth and tentacles colliding with each other. What musical instrument does this sound like?,,,,,木琴,木琴,Xylophone,Xylophone,Xylophone,Xylophone,Xylophone,铃铛,鈴鐺,Bells,Bells,Bells,Bells,Bells,笛子,笛子,Flute,Flute,Flute,Flute,Flute,三角铁,三角鐵,Triangle,Triangle,Triangle,Triangle,Triangle,1,
252,3,50,339,下列关于小陨星说法不正确的是？,下列關於小隕星說法不正確的是？,Which of the following statements about Minior is incorrect?,,,,,小陨星碎掉外壳后身体会变得更重,小隕星碎掉外殼後身體會變得更重,The body will become heavier after Minior shatters its shell,The body will become heavier after Minior shatters its shell,The body will become heavier after Minior shatters its shell,The body will become heavier after Minior shatters its shell,The body will become heavier after Minior shatters its shell,小陨星内核有7种颜色,小隕星內核有7種顏色,The core of Minior has 7 colors,The core of Minior has 7 colors,The core of Minior has 7 colors,The core of Minior has 7 colors,The core of Minior has 7 colors,小陨星是岩石飞行两种属性,小隕星是巖石飛行兩種屬性,"Miniors has two type, Rock and Flying","Miniors has two type, Rock and Flying","Miniors has two type, Rock and Flying","Miniors has two type, Rock and Flying","Miniors has two type, Rock and Flying",小陨星的外壳是吸取了很多尘粒形成的,小隕星的外殼是吸取了很多塵粒形成的,The outer shell of Minior is formed by absorbing a lot of dust particles,The outer shell of Minior is formed by absorbing a lot of dust particles,The outer shell of Minior is formed by absorbing a lot of dust particles,The outer shell of Minior is formed by absorbing a lot of dust particles,The outer shell of Minior is formed by absorbing a lot of dust particles,1,
