变量名,fmt,fmt_tw,fmt_en,fmt_vn,fmt_kr,fmt_pt,fmt_th
91007,③[限定编号]勾选时，仅限相同品质和相同编号之间等权值随机置换,③[限定編號]勾選時，僅限相同品質和相同編號之間等權值隨機置換,③Tick [Exclusive Code] and swap randomly among runes with the same quality and code.,,③[한정 번호] 체크 시 동일 등급과 동일 번호의 동일 가중치에서 랜덤 교환,③Marque [Código Exclusivo] e troque aleatoriamente entre runas com a mesma qualidade e código.,③ทำเครื่องหมายที่ [โค้ดพิเศษ] และสลับรูนแบบสุ่มที่มีคุณภาพและโค้ดเดียวกัน
91008,5.[限定类型]和[限定编号]二者只能二选其一,5.[限定類型]和[限定編號]二者只能二選其一,5. Players can only tick either [Exclusive Type] or [Exclusive Code],,5. [한정 유형]과 [한정 번호]는 둘 중 하나만 선택할 수 있습니다.,5. Os jogadores só podem marcar [Tipo exclusivo] ou [Código exclusivo],5. ผู้เล่นสามารถเลือกได้เพียง [ประเภทพิเศษ] หรือ [รหัสพิเศษ] เท่านั้น
91009,6.符石置换会消耗钻石。置换次数越多，消耗的钻石也会越多；选择置换的符石品质越高，消耗的钻石也会越高,6.符石置換會消耗鑽石。置換次數越多，消耗的鑽石也會越多；選擇置換的符石品質越高，消耗的鑽石也會越高,"6. Rune Swap consumes Diamonds. The more times you swap, the more diamonds you consume; Rune with higher quality requires more Diamonds to swap.",,"""6. 룬스톤 교환 시 다이아를 소모합니다. 교환 횟수가 많아질수록, 또는 선택한 룬스톤의 등급이 높을수록 소모 다이아가 증가합니다.""","6. A Troca de Runas consome Diamantes. Quanto mais vezes você troca, mais diamantes você consome; Runas com qualidade mais alta requerem mais Diamantes para trocar.",6. การสลับรูนจะใช้เพชร ยิ่งคุณสลับรูนมากเท่าไร คุณก็จะยิ่งใช้เพชรมากขึ้นเท่านั้น รูนที่มีคุณภาพสูงกว่าจะต้องใช้เพชรมากขึ้นในการสลับ
91010,7.选择已强化过的符石置换后，对应强化等级的强化材料会免费返还,7.選擇已強化過的符石置換後，對應強化等級的強化材料會免費返還,7. Enhancement materials will be returned based on enhancement levels if swapping enhanced runes.,,7. 이미 강화한 룬스톤 교환 시 강화 재료를 무료로 반환합니다.,7. Os materiais de aprimoramento serão devolvidos com base nos níveis de aprimoramento ao trocar runas aprimoradas.,7. วัตถุดิบเพิ่มประสิทธิภาพจะถูกส่งคืนตามระดับเพิ่มประสิทธิภาพหากมีการสลับรูนที่ปรับปรุงแล้ว
91011,8.符石置换界面内，只会显示原符石背包内品质不低于紫色、且未镶嵌的符石；已镶嵌在精灵身上的符石不会看到,8.符石置換介面內，只會顯示原符石背包內品質不低於紫色、且未鑲嵌的符石；已鑲嵌在精靈身上的符石不會看到,8. Only purple or above and available runes in bag will be displayed.,,"""8. 룬스톤 교환 메뉴에서는 기존 룬스톤 가방 내 등급이 보라색 이상이며, 장착하지 않은 룬스톤만 표시됩니다. 이미 포켓몬에게 장착한 룬스톤은 표시되지 않습니다.""",8. Somente runas roxas ou acima e disponíveis na bolsa serão exibidas.,8. จะแสดงเฉพาะรูนสีม่วงขึ้นไปเท่านั้น และรูนที่มีให้เลือกในกระเป๋า
,,,,,,,
92001,1.活动时间内，玩家可在粽叶飘香活动中使用收集来的食材包粽子,1.活動時間內，玩家可在粽葉飄香活動中使用收集來的食材包粽子,"1. During the event, players can make Zongzi with ingredients collected from Yummy Zongzi.",,1. 이벤트 기간 동안 유저는 연잎 향기 이벤트에서 수집한 식재료를 사용해 연잎밥을 만들 수 있습니다.,"1. Durante o evento, os jogadores podem fazer Zongzi com ingredientes coletados do Yummy Zongzi.",1. ในระหว่างกิจกรรม ผู้เล่นสามารถทำ Zongzi ด้วยส่วนผสมที่รวบรวมจาก Yummy Zongzi
92002,2.食材分为主料、配料两类，使用#C0xF76B45#粽子食材礼盒道具#C0x5B545B#可随机获得，限时活动中#C0xF76B45#连续登陆、完成任务得粽子食材#C0x5B545B#活动中可获得该道具,2.食材分為主料、配料兩類，使用#C0xF76B45#粽子食材禮盒道具#C0x5B545B#可隨機獲得，限時活動中#C0xF76B45#連續登陸、完成任務得粽子食材#C0x5B545B#活動中可獲得該道具,2. There are main ingredients and secondary ingredients which can be obtained randomly from #C0xF76B45#Zongzi Ingredients Box#C0x5B545B#. They are also available from #C0xF76B45#Login and Quests#C0x5B545B# in the limited-time Event.,,"""2. 식재료는 주 재료와 보조 재료로 구성되며, #C0xF76B45#연잎밥 식재료 선물상자 아이템#C0x5B545B#을 사용해 랜덤으로 획득할 수 있습니다. 또한 한정 이벤트 내 #C0xF76B45#연속 로그인, 연잎밥 식재료 퀘스트#C0x5B545B#를 통해 관련 아이템을 획득할 수 있습니다.""",2. Há ingredientes principais e ingredientes secundários que podem ser obtidos aleatoriamente de #C0xF76B45#Zongzi Ingredients Box#C0x5B545B#. Eles também estão disponíveis em #C0xF76B45#Login e Quests#C0x5B545B# no Evento por tempo limitado.,2. มีส่วนผสมหลักและส่วนผสมรองที่สามารถรับได้แบบสุ่มจาก #C0xF76B45#Zongzi Ingredients Box#C0x5B545B# นอกจากนี้ยังสามารถหาได้จาก #C0xF76B45#Login และ Quests#C0x5B545B# ในกิจกรรมจำกัดเวลาอีกด้วย
92003,3.制作时需要#C0xF76B45#同时放置主料与配料，缺少一类将无法制作粽子,3.製作時需要#C0xF76B45#同時放置主料與配料，缺少一類將無法製作粽子,3. Making Zongzi requires all #C0xF76B45#main ingredients and secondary ingredients.,,"""3. 제작 시 #C0xF76B45#주 재료와 보조 재료가 모두 필요하며, 부족할 경우 연잎밥을 제작할 수 없습니다.""",3. Fazer Zongzi requer todos os ingredientes principais e secundários do #C0xF76B45#.,3. การทำ Zongzi ต้องใช้ส่วนผสมหลัก #C0xF76B45# และส่วนผสมรองทั้งหมด
92004,4.主料、配料可以#C0xF76B45#随意进行搭配，#C0x5B545B#都可制作出不同口味的粽子 ,4.主料、配料可以#C0xF76B45#隨意進行搭配，#C0x5B545B#都可製作出不同口味的粽子,4. #C0xF76B45#Different matches#C0x5B545B# of ingredients make different flavours of Zongzi. ,,"""4. 주 재료, 보조 재료는 #C0xF76B45#마음대로 조합할 수 있으며#C0x5B545B#, 다양한 맛의 연잎밥을 만들 수 있습니다. """,4. #C0xF76B45#Diferentes combinações#C0x5B545B# de ingredientes produzem diferentes sabores de Zongzi.,4. #C0xF76B45#ส่วนผสมที่ตรงกัน#C0x5B545B# ทำให้ได้รสชาติของ Zongzi ที่แตกต่างกัน
92005,5.获得粽子后可在活动界面或背包内进行使用，食材与粽子均设有使用期限，#C0xF76B45#请在期限内进行制作与食用，#C0x5B545B#过期后道具将被清理,5.獲得粽子後可在活動介面或背包內進行使用，食材與粽子均設有使用期限，#C0xF76B45#請在期限內進行製作與食用，#C0x5B545B#過期後道具將被清理,"5. Zongzi can be used in Event Page or Bag. Ingredients and Zongzi are limited-time, #C0xF76B45#please use them in time, #C0x5B545B#or they will be removed after expired.",,"""5. 획득한 연잎밥은 이벤트 메뉴 또는 가방에서 사용할 수 있고, 식재료와 연잎밥은 모두 사용 기한이 있습니다. #C0xF76B45#기한 내에 사용하지 않을 경우#C0x5B545B# 아이템이 삭제됩니다.""","5. Zongzi pode ser usado na Página de Evento ou na Bolsa. Ingredientes e Zongzi são por tempo limitado, #C0xF76B45# use-os a tempo, #C0x5B545B# ou eles serão removidos após expirarem.",5. สามารถใช้ Zongzi ได้ใน Event Page หรือ Bag ส่วนผสมและ Zongzi มีจำหน่ายแบบจำกัดเวลา #C0xF76B45#กรุณาใช้ให้หมด #C0x5B545B#มิฉะนั้นจะถูกนำออกเมื่อหมดอายุ
,,,,,,,
93001,1.钓鱼玩法有每日次数限制，次数限制每日5:00刷新，次数消耗完后当日不能再进行钓鱼,1.釣魚玩法有每日次數限制，次數限制每日5:00刷新，次數消耗完後當日不能再進行釣魚,1. Fishing chances have daily limit which reset at 5am every day.,,"""1. 낚시는 매일 횟수 제한이 존재하며, 횟수는 다음 날 0시에 초기화됩니다. 횟수 소진 시 당일은 더는 낚시를 진행할 수 없습니다.""",1. As chances de pesca têm um limite diário que é redefinido às 5 da manhã todos os dias.,1. โอกาสตกปลาจะมีขีดจำกัดรายวัน ซึ่งจะรีเซ็ตเวลา 05.00 น. ของทุกวัน
