变量名,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title,title_tw,title_en,title_vn,title_kr,title_pt,title_th,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,jumpTo,languages
3043,3,22,22,4,2,,15,{rmb=30;503=2},,2,饰品觉醒,飾品覺醒,Trinket Awakening ,Trang sức thức tỉnh,액세서리 각성,Despertar da bugiganga,การปลุกเครื่องประดับ,任意精灵拥有4个2级觉醒饰品,任意精靈擁有4個2級覺醒飾品,Owns 4 level 2 Awakening Trinket by any Pokémon ,Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV2,임의의 포켓몬 2레벨 각성 액세서리 4개 보유,Possui 4 Awakening Trinket de nível 2 de qualquer Pokémon,ครอบครอง Awakening Trinket ระดับ 2 จำนวน 4 อันจากโปเกมอนตัวใดก็ได้,strengthen-1,
3044,3,22,22,4,3,,20,{rmb=50;503=3},,3,饰品觉醒,飾品覺醒,Trinket Awakening ,Trang sức thức tỉnh,액세서리 각성,Despertar da bugiganga,การปลุกเครื่องประดับ,任意精灵拥有4个3级觉醒饰品,任意精靈擁有4個3級覺醒飾品,Owns 4 level 3 Awakening Trinket by any Pokémon ,Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV3,임의의 포켓몬 3레벨 각성 액세서리 4개 보유,Possui 4 Awakening Trinket de nível 3 de qualquer Pokémon,ครอบครอง Awakening Trinket ระดับ 3 จำนวน 4 อันจากโปเกมอนตัวใดก็ได้,strengthen-1,
3045,3,22,22,4,4,,20,{rmb=50;503=3},,4,饰品觉醒,飾品覺醒,Trinket Awakening ,Trang sức thức tỉnh,액세서리 각성,Despertar da bugiganga,การปลุกเครื่องประดับ,任意精灵拥有4个4级觉醒饰品,任意精靈擁有4個4級覺醒飾品,Owns 4 level 4 Awakening Trinket by any Pokémon ,Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV4,임의의 포켓몬 4레벨 각성 액세서리 4개 보유,Possui 4 Awakening Trinket de nível 4 de qualquer Pokémon,ครอบครอง Awakening Trinket ระดับ 4 จำนวน 4 อันจากโปเกมอนตัวใดก็ได้,strengthen-1,
3046,3,22,22,4,5,,30,{rmb=50;2505=1},,5,饰品觉醒,飾品覺醒,Trinket Awakening ,Trang sức thức tỉnh,액세서리 각성,Despertar da bugiganga,การปลุกเครื่องประดับ,任意精灵拥有4个5级觉醒饰品,任意精靈擁有4個5級覺醒飾品,Owns 4 level 5 Awakening Trinket by any Pokémon ,Pokémon bất kỳ có 4 Trang Sức Thức Tỉnh LV5,임의의 포켓몬 5레벨 각성 액세서리 4개 보유,Possui 4 Awakening Trinket de nível 5 de qualquer Pokémon,ครอบครอง Awakening Trinket ระดับ 5 จำนวน 4 อันจากโปเกมอนตัวใดก็ได้,strengthen-1,
3047,3,23,23,6,1,,15,{rmb=20;2102=5},,1,携带道具等级,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Nível de itens mantidos,ระดับรายการที่ถืออยู่,拥有6个1级携带道具,擁有6個1級攜帶道具,Own 6 Held Items of level 1,Có 6 Held Item LV1,6개 1레벨 휴대 아이템 보유,Possuir 6 itens de nível 1,มีไอเทมระดับ 1 จำนวน 6 ชิ้น,strengthen-1,
3048,3,23,23,6,5,,15,{rmb=20;2102=5},,2,携带道具等级,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Nível de itens mantidos,ระดับรายการที่ถืออยู่,拥有6个5级携带道具,擁有6個5級攜帶道具,Own 6 Held Items of level 5,Có 6 Held Item LV5,6개 5레벨 휴대 아이템 보유,Possuir 6 itens de nível 5,มีไอเทมระดับ 5 จำนวน 6 ชิ้น,strengthen-1,
3049,3,23,23,6,10,,20,{rmb=20;2102=5},,3,携带道具等级,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Nível de itens mantidos,ระดับรายการที่ถืออยู่,拥有6个10级携带道具,擁有6個10級攜帶道具,Own 6 Held Items of level 10,Có 6 Held Item LV10,6개 10레벨 휴대 아이템 보유,Possuir 6 itens de nível 10,มีไอเทมที่ถืออยู่ 6 ชิ้นที่เลเวล 10,strengthen-1,
3050,3,23,23,6,20,,20,{rmb=30;2102=10},,4,携带道具等级,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Nível de itens mantidos,ระดับรายการที่ถืออยู่,拥有6个20级携带道具,擁有6個20級攜帶道具,Own 6 Held Items of level 20,Có 6 Held Item LV20,6개 20레벨 휴대 아이템 보유,Possuir 6 itens de nível 20,มีไอเทมที่ถืออยู่ 6 ชิ้นที่เลเวล 20,strengthen-1,
3051,3,23,23,6,30,,30,{rmb=30;2102=10},,5,携带道具等级,攜帶道具等級,Held Items Level,Cấp Bậc Held Item,휴대 아이템 레벨,Nível de itens mantidos,ระดับรายการที่ถืออยู่,拥有6个30级携带道具,擁有6個30級攜帶道具,Own 6 Held Items of level 30,Có 6 Held Item LV30,6개 30레벨 휴대 아이템 보유,Possuir 6 itens de nível 30,มีไอเทมที่ถืออยู่ 6 ชิ้นที่เลเวล 30,strengthen-1,
3052,3,24,24,1,3,,10,{rmb=20;2102=10},,1,携带道具品质,攜帶道具品質,Held Items Quality,Phẩm Chất Held Item,휴대 아이템 등급,Qualidade dos itens retidos,คุณภาพของสินค้าที่ถือครอง,拥有1个蓝色品质携带道具,擁有1個藍色品質攜帶道具,Own 1 Rare Held Item,Có 1 vật phẩm mang chất lượng màu xanh lam,1개 파란색 등급 휴대용 아이템 보유,Possuir 1 item raro mantido,มีไอเทมหายาก 1 ชิ้น,strengthen-1,
3053,3,24,24,1,4,,30,{rmb=50;2102=10},,2,携带道具品质,攜帶道具品質,Held Items Quality,Phẩm Chất Held Item,휴대 아이템 등급,Qualidade dos itens retidos,คุณภาพของสินค้าที่ถือครอง,拥有1个紫色品质携带道具,擁有1個紫色品質攜帶道具,Own 1 Epic Held Item,Có 1 vật phẩm mang theo chất lượng màu tím,2개 보라색 등급 휴대용 아이템 보유,Possuir 1 item épico mantido,เป็นเจ้าของไอเทม Epic 1 ชิ้น,strengthen-1,
3054,3,24,24,1,5,,50,{rmb=100;2506=1},,3,携带道具品质,攜帶道具品質,Held Items Quality,Phẩm Chất Held Item,휴대 아이템 등급,Qualidade dos itens retidos,คุณภาพของสินค้าที่ถือครอง,拥有1个橙色品质携带道具,擁有1個橙色品質攜帶道具,Own 1 Legendary Held Item,Có 1 Held Item Cam,3개 주황색 등급 휴대용 아이템 보유,Possuir 1 item lendário em posse,มีไอเทมระดับตำนาน 1 ชิ้น,strengthen-1,
3055,3,25,25,6,50,,15,{rmb=50;602=5},,1,有好感,有好感,Is attracted,Có Thiện Cảm,좋은 감정,É atraído,ถูกดึงดูดใจ,任意6个精灵好感度达到50级,任意6個精靈好感度達到50級,Attain 6 Friendship level for 50 Pokémons,6 Pokémon bất kỳ có Thiện Cảm đạt LV50,임의 6개 포켓몬 호감도 50레벨 달성,Alcance 6 níveis de amizade para 50 Pokémons,บรรลุระดับมิตรภาพ 6 สำหรับโปเกมอน 50 ตัว,strengthen-1,
3056,3,25,25,6,150,,50,{rmb=50;602=5},,2,喜欢上你了,喜歡上你了,I like you,Tôi Thích Bạn Rồi,널 좋아해,Gosto de você,ฉันชอบคุณ,任意6个精灵好感度达到150级,任意6個精靈好感度達到150級,Attain 6 Friendship level for 150 Pokémons,6 Pokémon bất kỳ có Thiện Cảm đạt LV150,임의 6개 포켓몬 호감도 150레벨 달성,Alcance 6 níveis de amizade para 150 Pokémons,บรรลุระดับมิตรภาพ 6 สำหรับโปเกมอน 150 ตัว,strengthen-1,
3057,3,25,25,6,300,,50,{rmb=50;602=5},,3,爱慕之心,愛慕之心,Loving heart,Lòng Ái Mộ,사모의 마음,Coração amoroso,หัวใจที่รัก,任意6个精灵好感度达到300级,任意6個精靈好感度達到300級,Attain 6 Friendship level for 300 Pokémons,6 Pokémon bất kỳ có Thiện Cảm đạt LV300,임의 6개 포켓몬 호감도 300레벨 달성,Alcance 6 níveis de amizade para 300 Pokémons,บรรลุระดับมิตรภาพ 6 สำหรับโปเกมอน 300 ตัว,strengthen-1,
,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,4,26,26,200,,,15,{rmb=30;gold=20000},,1,关卡挑战,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Desafio de nível,ความท้าทายระดับ,剧情关卡挑战200次,劇情關卡挑戰200次,Challenge Story levels 200 times,Thách đấu Ải Cốt Truyện 200 lần,스토리 스테이지 도전 200회,Desafie os níveis da história 200 vezes,เรื่องราวความท้าทายระดับ 200 ครั้ง,10000,
4002,4,26,26,500,,,20,{rmb=30;gold=20000},,2,关卡挑战,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Desafio de nível,ความท้าทายระดับ,剧情关卡挑战500次,劇情關卡挑戰500次,Challenge Story Levels 500 times,Thách đấu Ải Cốt Truyện 500 lần,스토리 스테이지 도전 500회,Desafie os níveis da história 500 vezes,เรื่องราวความท้าทายระดับ 500 ครั้ง,10000,
4003,4,26,26,1000,,,20,{rmb=30;gold=20000},,3,关卡挑战,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Desafio de nível,ความท้าทายระดับ,剧情关卡挑战1000次,劇情關卡挑戰1000次,Challenge Story Levels 1000 times,Thách đấu Ải Cốt Truyện 1000 lần,스토리 스테이지 도전 1000회,Desafie os níveis da história 1000 vezes,"เรื่องราวความท้าทายระดับ 1,000 ครั้ง",10000,
4004,4,26,26,2000,,,30,{rmb=30;gold=20000},,4,关卡挑战,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Desafio de nível,ความท้าทายระดับ,剧情关卡挑战2000次,劇情關卡挑戰2000次,Challenge Story Levels 2000 times,Thách đấu Ải Cốt Truyện 2000 lần,스토리 스테이지 도전 2000회,Desafie os níveis da história 2000 vezes,"เรื่องราวความท้าทายระดับ 2,000 ครั้ง",10000,
4005,4,26,26,5000,,,30,{rmb=30;gold=20000},,5,关卡挑战,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Desafio de nível,ความท้าทายระดับ,剧情关卡挑战5000次,劇情關卡挑戰5000次,Challenge Story Levels 5000 times,Thách đấu Ải Cốt Truyện 5000 lần,스토리 스테이지 도전 5000회,Desafie os níveis da história 5000 vezes,"เรื่องราวความท้าทายระดับ 5,000 ครั้ง",10000,
4006,4,26,26,10000,,,50,{rmb=50;gold=20000;2002=1},,6,关卡挑战,關卡挑戰,Level challenge,Thách Đấu Ải,스테이지 도전,Desafio de nível,ความท้าทายระดับ,剧情关卡挑战10000次,劇情關卡挑戰10000次,Challenge Story Levels 10000 times,Thách đấu Ải Cốt Truyện 10000 lần,스토리 스테이지 도전 10000회,Desafie os níveis da história 10000 vezes,"เรื่องราวความท้าทายระดับ 10,000 ครั้ง",10000,
4007,4,29,29,200,,,15,{rmb=30;gold=20000},,1,精英挑战,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Estágio Elite,เวทีอีลิท,困难关卡挑战200次,困難關卡挑戰200次,Challenge Hard Levels 200 times,Thách đấu Ải Khó 200 lần,하드 스테이지 도전 200회,Desafie os níveis difíceis 200 vezes,ท้าทายระดับความยาก 200 ครั้ง,20000,
4008,4,29,29,500,,,20,{rmb=30;gold=20000},,2,精英挑战,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Estágio Elite,เวทีอีลิท,困难关卡挑战500次,困難關卡挑戰500次,Challenge Hard Levels 500 times,Thách đấu Ải Khó 500 lần,하드 스테이지 도전 500회,Desafie os níveis difíceis 500 vezes,ท้าทายระดับความยาก 500 ครั้ง,20000,
4009,4,29,29,1000,,,20,{rmb=30;gold=20000},,3,精英挑战,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Estágio Elite,เวทีอีลิท,困难关卡挑战1000次,困難關卡挑戰1000次,Challenge Hard Levels 1000 times,Thách đấu Ải Khó 1000 lần,하드 스테이지 도전 1000회,Desafie os níveis difíceis 1000 vezes,"ท้าทายระดับความยาก 1,000 ครั้ง",20000,
4010,4,29,29,2000,,,30,{rmb=30;gold=20000},,4,精英挑战,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Estágio Elite,เวทีอีลิท,困难关卡挑战2000次,困難關卡挑戰2000次,Challenge Hard Levels 2000 times,Thách đấu Ải Khó 2000 lần,하드 스테이지 도전 2000회,Desafie os níveis difíceis 2000 vezes,"ท้าทายระดับความยาก 2,000 ครั้ง",20000,
4011,4,29,29,5000,,,30,{rmb=30;gold=20000},,5,精英挑战,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Estágio Elite,เวทีอีลิท,困难关卡挑战5000次,困難關卡挑戰5000次,Challenge Hard Levels 5000 times,Thách đấu Ải Khó 5000 lần,하드 스테이지 도전 5000회,Desafie os níveis difíceis 5000 vezes,"ท้าทายระดับความยาก 5,000 ครั้ง",20000,
4012,4,29,29,10000,,,50,{rmb=50;gold=20000},,6,精英挑战,精英挑戰,Elite Stage,Thử thách ưu tú,정예 도전,Estágio Elite,เวทีอีลิท,困难关卡挑战10000次,困難關卡挑戰10000次,Challenge Hard Levels 10000 times,Thách đấu Ải Khó 10000 lần,하드 스테이지 도전 10000회,Desafie os níveis difíceis 10000 vezes,"ท้าทายระดับความยาก 10,000 ครั้ง",20000,
4013,4,32,32,100,,,15,{rmb=50;gold=20000},,1,金币副本,金幣副本,Coin dungeon,Kim tệ phó bản,골드 코인 던전,Masmorra de moedas,คุกใต้ดินเหรียญ,金币副本任意难度累积通关100次,金幣副本任意難度累積通關100次,Clear any difficulty modes of the Coin Dungeon for 100 times,Tích luỹ vượt ải Phụ Bản Gold độ khó bất kỳ 100 lần,골드 던전 임의 난도 누적 100회 클리어,Limpe todos os modos de dificuldade do Coin Dungeon 100 vezes,เคลียร์โหมดความยากใดก็ได้ของ Coin Dungeon 100 ครั้ง,activityGate,
4014,4,32,32,500,,,20,{rmb=50;gold=20000},,2,金币副本,金幣副本,Coin dungeon,Kim tệ phó bản,골드 코인 던전,Masmorra de moedas,คุกใต้ดินเหรียญ,金币副本任意难度累积通关500次,金幣副本任意難度累積通關500次,Clear any difficulty modes of the Coin Dungeon for 500 times,Tích luỹ vượt ải Phụ Bản Gold độ khó bất kỳ 500 lần,골드 던전 임의 난도 누적 500회 클리어,Limpe todos os modos de dificuldade do Coin Dungeon 500 vezes,เคลียร์โหมดความยากใดก็ได้ของ Coin Dungeon 500 ครั้ง,activityGate,
4015,4,32,32,1000,,,30,{rmb=50;gold=20000},,3,金币副本,金幣副本,Coin dungeon,Kim tệ phó bản,골드 코인 던전,Masmorra de moedas,คุกใต้ดินเหรียญ,金币副本任意难度累积通关1000次,金幣副本任意難度累積通關1000次,Clear any difficulty modes of the Coin Dungeon for 1000 times,Tích luỹ vượt ải Phụ Bản Gold độ khó bất kỳ 1000 lần,골드 던전 임의 난도 누적 1000회 클리어,Limpe todos os modos de dificuldade do Coin Dungeon 1000 vezes,"เคลียร์โหมดความยากใดก็ได้ของ Coin Dungeon 1,000 ครั้ง",activityGate,
4016,4,33,33,100,,,15,{rmb=50;gold=20000},,1,经验副本,經驗副本,EXP Dungeon,Kinh nghiệm phó bản,경험치 던전,Masmorra EXP,ดันเจี้ยน EXP,经验副本任意难度累积通关100次,經驗副本任意難度累積通關100次,Clear any difficulty modes of the EXP Dungeon for 100 times,Tích luỹ vượt ải Phụ Bản EXP độ khó bất kỳ 100 lần,경험치 던전 임의 난도 누적 100회 클리어,Limpe todos os modos de dificuldade da EXP Dungeon 100 vezes,เคลียร์โหมดความยากใดก็ได้ของดันเจี้ยน EXP 100 ครั้ง,activityGate,
