变量名,huodongID,daySum,themeType,themeName,themeName_tw,themeName_en,themeName_vn,themeName_kr,themeName_pt,themeName_th,tabIndex,tabName,tabName_tw,tabName_en,tabName_vn,tabName_kr,tabName_pt,tabName_th,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,costMap,priceShow,buyMax
22216,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,32,6,,当日起活动副本战斗6次,當日起活動副本戰鬥6次,Challenge event dungeon 6 times from today onwards,Challenge event dungeon 6 times from today onwards,당일부터 이벤트 던전 전투 6회,Desafie o evento dungeon 6 vezes a partir de hoje,กิจกรรมดันเจี้ยนท้าทาย 6 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=15;602=3},,,
22217,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,32,12,,当日起活动副本战斗12次,當日起活動副本戰鬥12次,Challenge event dungeon 12 times from today onwards,Challenge event dungeon 12 times from today onwards,당일부터 이벤트 던전 전투 12회,Desafie o evento dungeon 12 vezes a partir de hoje,กิจกรรมดันเจี้ยนท้าทาย 12 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=25;602=5},,,
22218,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,66,8,,当日起元素挑战战斗8次,當日起元素挑戰戰鬥8次,Element Challenge battle 8 times since today,Element Challenge battle 8 times since today,당일부터 엘리멘탈 챌린지 8회 전투,Batalha do Element Challenge 8 vezes desde hoje,ศึก Element Challenge 8 ครั้งนับตั้งแต่วันนี้,{6333=1;452=15;602=3},,,
22219,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,66,15,,当日起元素挑战战斗15次,當日起元素挑戰戰鬥15次,Element Challenge battle 15 times since today,Element Challenge battle 15 times since today,당일부터 엘리멘탈 챌린지 15회 전투,Batalha do Element Challenge 15 vezes desde hoje,การต่อสู้ Element Challenge 15 ครั้งนับตั้งแต่วันนี้,{6333=1;452=25;602=5},,,
22220,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,52,10,,当日起抽饰品魔方10次,當日起抽飾品魔方10次,Draw Trinket Cube 10 times from today onwards,Draw Trinket Cube 10 times from today onwards,당일부터 매직큐브 액세서리 10회 뽑기,Desenhe o Trinket Cube 10 vezes a partir de hoje,วาด Trinket Cube 10 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=15;602=3},,,
22221,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,52,20,,当日起抽饰品魔方20次,當日起抽飾品魔方20次,Draw Trinket Cube 20 times from today onwards,Draw Trinket Cube 20 times from today onwards,당일부터 매직큐브 액세서리 20회 뽑기,Desenhe o Trinket Cube 20 vezes a partir de hoje,วาด Trinket Cube 20 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=15;602=3},,,
22222,12005,3,2,第3天,第3天,Day3,Thứ 3 Trời,3일 차,Day3,Day3,2,挑战任务,挑戰任務,Challenge Task,Challenge Task,도전 퀘스트,Tarefa de desafio,ภารกิจท้าทาย,3,52,30,,当日起抽饰品魔方30次,當日起抽飾品魔方30次,Draw Trinket Cube 30 times from today onwards,Draw Trinket Cube 30 times from today onwards,당일부터 매직큐브 액세서리 30회 뽑기,Desenhe o Trinket Cube 30 vezes a partir de hoje,วาด Trinket Cube 30 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;452=25;602=5},,,
,,,,,,,,,,,,,,,,,,,第4天,,,,,,,,,,,{},,,
22301,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,日常购买,日常購買,Daily purchase,Daily purchase,일일 구매,Compra diária,ซื้อรายวัน,3,26,6,,当日起购买体力6次,當日起購買體力6次,Buy Energy 6 times from today onwards,Buy Energy 6 times from today onwards,당일부터 체력 6회 구매,Compre energia 6 vezes a partir de hoje,ซื้อพลังงาน 6 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;515=2;602=3},,,
22302,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,日常购买,日常購買,Daily purchase,Daily purchase,일일 구매,Compra diária,ซื้อรายวัน,3,26,12,,当日起购买体力12次,當日起購買體力12次,Buy Energy 12 times from today onwards,Buy Energy 12 times from today onwards,당일부터 체력 12회 구매,Compre Energia 12 vezes a partir de hoje,ซื้อพลังงาน 12 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;515=4;602=3},,,
22303,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,日常购买,日常購買,Daily purchase,Daily purchase,일일 구매,Compra diária,ซื้อรายวัน,3,26,18,,当日起购买体力18次,當日起購買體力18次,Buy Energy 18 times from today onwards,Buy Energy 18 times from today onwards,당일부터 체력 18회 구매,Compre Energia 18 vezes a partir de hoje,ซื้อพลังงาน 18 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;515=6;602=3},,,
22304,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,日常购买,日常購買,Daily purchase,Daily purchase,일일 구매,Compra diária,ซื้อรายวัน,3,26,24,,当日起购买体力24次,當日起購買體力24次,Buy Energy 24 times from today onwards,Buy Energy 24 times from today onwards,당일부터 체력 24회 구매,Compre Energia 24 vezes a partir de hoje,ซื้อพลังงาน 24 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;515=8;602=3},,,
22305,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,日常购买,日常購買,Daily purchase,Daily purchase,일일 구매,Compra diária,ซื้อรายวัน,3,18,10,,当日起聚宝金币10次,當日起聚寶金幣10次,Get Treasure Pot Coins 10 times from today onwards,Get Treasure Pot Coins 10 times from today onwards,당일부터 보물단지 코인 10회,Ganhe moedas Treasure Pot 10 vezes a partir de hoje,รับ Treasure Pot Coins 10 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=40;602=3},,,
22306,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,日常购买,日常購買,Daily purchase,Daily purchase,일일 구매,Compra diária,ซื้อรายวัน,3,18,20,,当日起聚宝金币20次,當日起聚寶金幣20次,Get Treasure Pot Coins 20 times from today onwards,Get Treasure Pot Coins 20 times from today onwards,당일부터 보물단지 코인 20회,Ganhe moedas Treasure Pot 20 vezes a partir de hoje,รับ Treasure Pot Coins 20 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=80;602=3},,,
22307,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,日常购买,日常購買,Daily purchase,Daily purchase,일일 구매,Compra diária,ซื้อรายวัน,3,18,30,,当日起聚宝金币30次,當日起聚寶金幣30次,Get Treasure Pot Coins 30 times from today onwards,Get Treasure Pot Coins 30 times from today onwards,당일부터 보물단지 코인 30회,Ganhe moedas Treasure Pot 30 vezes a partir de hoje,รับ Treasure Pot Coins 30 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=120;602=3},,,
22308,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,0,日常购买,日常購買,Daily purchase,Daily purchase,일일 구매,Compra diária,ซื้อรายวัน,3,18,40,,当日起聚宝金币40次,當日起聚寶金幣40次,Get Treasure Pot Coins 40 times from today onwards,Get Treasure Pot Coins 40 times from today onwards,당일부터 보물단지 코인 40회,Ganhe moedas Treasure Pot 40 vezes a partir de hoje,รับ Treasure Pot Coins 40 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=120;602=3},,,
22309,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,钻石消耗,鑽石消耗,Cost Diamond,Cost Diamond,다이아 소모,Custo Diamante,ราคาเพชร,3,21,388,,当日起消耗388钻石,當日起消耗388鑽石,Spend 388 from today onwards,Spend 388 from today onwards,당일부터 388다이아 소모,Gaste 388 a partir de hoje,ใช้จ่าย 388 ตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=68;gold=50000},,,
22310,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,钻石消耗,鑽石消耗,Cost Diamond,Cost Diamond,다이아 소모,Custo Diamante,ราคาเพชร,3,21,888,,当日起消耗888钻石,當日起消耗888鑽石,Spend 888 from today onwards,Spend 888 from today onwards,당일부터 888다이아 소모,Gaste 888 a partir de hoje,ใช้จ่าย 888 ตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=128;gold=60000},,,
22311,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,钻石消耗,鑽石消耗,Cost Diamond,Cost Diamond,다이아 소모,Custo Diamante,ราคาเพชร,3,21,1888,,当日起消耗1888钻石,當日起消耗1888鑽石,Spend 1888 from today onwards,Spend 1888 from today onwards,당일부터 1888다이아 소모,Passe 1888 a partir de hoje,"ใช้ 1,888 ตั้งแต่วันนี้เป็นต้นไป",{6333=1;rmb=158;gold=70000},,,
22312,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,钻石消耗,鑽石消耗,Cost Diamond,Cost Diamond,다이아 소모,Custo Diamante,ราคาเพชร,3,21,3888,,当日起消耗3888钻石,當日起消耗3888鑽石,Spend 3888 from today onwards,Spend 3888 from today onwards,당일부터 3888다이아 소모,Gaste 3888 a partir de hoje,ใช้จ่าย 3888 ตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=288;gold=80000},,,
22313,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,钻石消耗,鑽石消耗,Cost Diamond,Cost Diamond,다이아 소모,Custo Diamante,ราคาเพชร,3,21,5888,,当日起消耗5888钻石,當日起消耗5888鑽石,Spend 5888 from today onwards,Spend 5888 from today onwards,당일부터 5888다이아 소모,Gaste 5888 a partir de hoje,ใช้จ่าย 5888 ตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=388;gold=100000},,,
22314,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,钻石消耗,鑽石消耗,Cost Diamond,Cost Diamond,다이아 소모,Custo Diamante,ราคาเพชร,3,21,7888,,当日起消耗7888钻石,當日起消耗7888鑽石,Spend 7888 from today onwards,Spend 7888 from today onwards,당일부터 7888다이아 소모,Gaste 7888 a partir de hoje,ใช้จ่าย 7888 ตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=488;gold=120000},,,
22315,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,钻石消耗,鑽石消耗,Cost Diamond,Cost Diamond,다이아 소모,Custo Diamante,ราคาเพชร,3,21,10888,,当日起消耗10888钻石,當日起消耗10888鑽石,Spend 10888 from today onwards,Spend 10888 from today onwards,당일부터 10888다이아 소모,Gaste 10888 a partir de hoje,"ใช้จ่าย 10,888 ตั้งแต่วันนี้เป็นต้นไป",{6333=1;rmb=588;gold=150000},,,
22316,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,1,钻石消耗,鑽石消耗,Cost Diamond,Cost Diamond,다이아 소모,Custo Diamante,ราคาเพชร,3,21,15888,,当日起消耗15888钻石,當日起消耗15888鑽石,Spend 15888 from today onwards,Spend 15888 from today onwards,당일부터 15888다이아 소모,Gaste 15888 a partir de hoje,ใช้จ่าย 15888 ตั้งแต่วันนี้เป็นต้นไป,{6333=1;rmb=688;gold=200000},,,
22317,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,公会活动,公會活動,Union Event,Union Event,길드 이벤트,Evento da União,กิจกรรมสหภาพฯ,3,59,6,,当日起公会副本战斗6次,當日起公會副本戰鬥6次,Challenge union Dungeon 6 times from today onwards,Challenge union Dungeon 6 times from today onwards,당일부터 길드 던전 전투 6회,Desafie a união Dungeon 6 vezes a partir de hoje,ท้าทายดันเจี้ยนสหภาพ 6 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin3=200;14=10},,,
22318,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,公会活动,公會活動,Union Event,Union Event,길드 이벤트,Evento da União,กิจกรรมสหภาพฯ,3,59,12,,当日起公会副本战斗12次,當日起公會副本戰鬥12次,Challenge union Dungeon 12 times from today onwards,Challenge union Dungeon 12 times from today onwards,당일부터 길드 던전 전투 12회,Desafie o sindicato Dungeon 12 vezes a partir de hoje,ท้าทายดันเจี้ยนสหภาพ 12 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin3=300;14=10},,,
22319,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,公会活动,公會活動,Union Event,Union Event,길드 이벤트,Evento da União,กิจกรรมสหภาพฯ,3,55,10,,当日起公会捐献10次,當日起公會捐獻10次,Donate to union 10 times from today onwards,Donate to union 10 times from today onwards,당일부터 길드 기부 10회,Doe para o sindicato 10 vezes a partir de hoje,บริจาคให้สหภาพฯ 10 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin3=200;14=10},,,
22320,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,公会活动,公會活動,Union Event,Union Event,길드 이벤트,Evento da União,กิจกรรมสหภาพฯ,3,55,25,,当日起公会捐献25次,當日起公會捐獻25次,Donate to union 25 times from today onwards,Donate to union 25 times from today onwards,당일부터 길드 기부 25회,Doe para o sindicato 25 vezes a partir de hoje,บริจาคให้สหภาพฯ 25 ครั้ง ตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin3=300;14=10},,,
22321,12005,4,3,第4天,第4天,Day4,Thứ 4 Trời,4일 차,Day4,Day4,2,公会活动,公會活動,Union Event,Union Event,길드 이벤트,Evento da União,กิจกรรมสหภาพฯ,3,58,4,,当日起抢红包4次,當日起搶紅包4次,Grab Red Packets 4 times from today onwards,Grab Red Packets 4 times from today onwards,당일부터 보너스 4회 얻기,Pegue os Pacotes Vermelhos 4 vezes a partir de hoje,รับ Red Packets 4 ครั้งตั้งแต่วันนี้เป็นต้นไป,{6333=1;coin3=200;14=10},,,
