变量名,key,text,text_tw,text_en,text_vn,text_kr,text_pt,text_th
7121,prepareTime,"Tournament in preparation, it starts after %s",比賽準備中，%s後開始,"Tournament in preparation, it starts after %s","Đang chuẩn bị thi đấu, bắt đầu sau %s","""경기 준비 중, %s 후 시작""","Torneio em preparação, começa depois de %s",การแข่งขันกำลังอยู่ในระหว่างเตรียมการ โดยจะเริ่มหลังจาก %s
7122,notStartBattle,"Battle has not started, unable to display battle stats",還沒有戰鬥，無法顯示戰報,"Battle has not started, unable to display battle stats","Chưa thi đấu, không thể hiển thị chiến báo",아직 전투가 없어 전투 보고를 볼 수 없습니다.,"A batalha não começou, não é possível exibir as estatísticas da batalha",การต่อสู้ยังไม่เริ่มต้น ไม่สามารถแสดงสถิติการต่อสู้ได้
7123,combatFinish,This round of battle is over and the lineup cannot be adjusted,本輪戰鬥已結束，無法調整陣容,This round of battle is over and the lineup cannot be adjusted,"Vòng đấu đã kết thúc, không thể điều chỉnh đội hình",이번 라운드가 이미 종료되었습니다. 라인업을 조정할 수 없습니다.,Esta rodada de batalha acabou e a escalação não pode ser ajustada,รอบนี้ศึกนี้จบลงแล้วและไม่สามารถปรับไลน์อัพได้
7124,unionUpcoming,"Guild War is starting soon, please look forward to it",公會戰即將開始，敬請期待,"Guild War is starting soon, please look forward to it","Guild Chiến sắp bắt đầu, vui lòng chờ",길드전이 곧 개방됩니다. 많은 기대 바랍니다.,"A Guerra de Guildas começará em breve, aguardem ansiosamente",Guild War กำลังจะเริ่มขึ้นเร็วๆ นี้ โปรดรอติดตามกันได้เลย
7125,battleNumberNo,"The line-up cannot be empty, unable to switch",陣容不能為空，無法更換,"The line-up cannot be empty, unable to switch","Đội hình không thể trống, không thể thay đổi",라인업은 비워둘 수 없습니다.,"A escalação não pode estar vazia, não é possível alternar",ไลน์อัพต้องไม่ว่าง ไม่สามารถสลับได้
7126,unionFightBattleWinner,"#C0xFFC742##L00100000##LOC0x63420A##LOS4#The tournament has ended, #C0xFF9228##L00100000##LOC0x63420A##LOS4#%s#C0xFFC742##L00100000##LOC0x63420A##LOS4# has won the final victory",#C0xFFC742##L00100000##LOC0x63420A##LOS4#比賽結束，玩家#C0xFF9228##L00100000##LOC0x63420A##LOS4#%s#C0xFFC742##L00100000##LOC0x63420A##LOS4#獲得了最終勝利,"#C0xFFC742##L00100000##LOC0x63420A##LOS4#The tournament has ended, #C0xFF9228##L00100000##LOC0x63420A##LOS4#%s#C0xFFC742##L00100000##LOC0x63420A##LOS4# has won the final victory","#C0xFFC742##L00100000##LOC0x63420A##LOS4# thi đấu kết thúc, người chơi #C0xFF9228##L00100000##LOC0x63420A##LOS4#%s#C0xFFC742##L00100000##LOC0x63420A##LOS4# giành chiến thắng cuối cùng!","""#C0xFFC742##L00100000##LOC0x63420A##LOS4#경기 종료, 유저 #C0xFF9228##L00100000##LOC0x63420A##LOS4#%s#C0xFFC742##L00100000##LOC0x63420A##LOS4# 님이 최종 승리를 거두었습니다.""","#C0xFFC742##L00100000##LOC0x63420A##LOS4#O torneio terminou, #C0xFF9228##L00100000##LOC0x63420A##LOS4#%s#C0xFFC742##L00100000##LOC0x63420A##LOS4# conquistou a vitória final",#C0xFFC742##L00100000##LOC0x63420A##LOS4#การแข่งขันสิ้นสุดลงแล้ว #C0xFF9228##L00100000##LOC0x63420A##LOS4#%s#C0xFFC742##L00100000##LOC0x63420A##LOS4# ได้รับชัยชนะครั้งสุดท้าย
7127,unionFightNotInFinal,Not eligible,未獲得參賽資格,Not eligible,Chưa đủ điều kiện tham gia,참가 자격을 획득하지 못했습니다.,Não elegível,ไม่มีสิทธิ์
7128,attrSprite,Type Pokémon,屬性精靈,Type Pokémon,Pokémon thuộc tính,속성 포켓몬,Tipo Pokémon,ประเภทโปเกมอน
7129,unionFightDaliyOver,"#C0xFFFCED#The tournament has ended, #C0xF1A732#%s#C0xFFFCED#'s #C0xFFDA48#%s#C0xFFFCED# has won the final victory! The next series is open for registration at %s#C0x6CE9FF#9:30#C0xFFFCED#",#C0xFFFCED#本輪比賽已結束，#C0xF1A732#%s#C0xFFFCED#的#C0xFFDA48#%s#C0xFFFCED#獲得了最終勝利，下一輪在%s#C0x6CE9FF#9:30#C0xFFFCED#開始報名,"#C0xFFFCED#The tournament has ended, #C0xF1A732#%s#C0xFFFCED#'s #C0xFFDA48#%s#C0xFFFCED# has won the final victory! The next series is open for registration at %s#C0x6CE9FF#9:30#C0xFFFCED#","#C0xFFFCED# Vòng đấu đã kết thúc, #C0xF1A732#%s#C0xFFFCED# #C0xFFDA48#%s#C0xFFFCED# giành chiến thắng cuối cùng, vòng tiếp theo bắt đầu đăng ký từ %s#C0x6CE9FF#9:30#C0xFFFCED#",#C0xFFFCED#이번 라운드 경기가 종료되었습니다. #C0xF1A732#%s#C0xFFFCED# 님의 #C0xFFDA48#%s#C0xFFFCED#의 최종 승리입니다. 다음 라운드는 %s #C0x6CE9FF#9:30#C0xFFFCED#에 신청이 시작됩니다.,"#C0xFFFCED#O torneio terminou, #C0xF1A732#%s#C0xFFFCED#",#C0xFFFCED#การแข่งขันสิ้นสุดลงแล้ว #C0xF1A732#%s#C0xFFFCED#
7130,starUnlockSkillDesc,[Unlocks at %s star]: %s,【%s星解鎖】：%s,[Unlocks at %s star]: %s,[%s Sao Mở Khoá]:%s,[%s성 개방]: %s,[Desbloqueia em %s estrela]: %s,[ปลดล็อคเมื่อครบ %s ดาว]: %s
7131,unionFightFinalBattleWinTip,"The tournament has ended, the next battle begins after %s",比賽已結束，下一輪對戰%s後開始,"The tournament has ended, the next battle begins after %s","Thi đấu đã kết thúc, vòng tiếp theo bắt đầu sau %s",경기가 종료되었습니다. 다음 라운드는 %s에 시작됩니다.,"O torneio terminou, a próxima batalha começa depois de %s",การแข่งขันสิ้นสุดลงแล้ว การต่อสู้ครั้งต่อไปจะเริ่มหลังจาก %s
7132,unionFightFinalBattleLoseTip,"The tournament has ended, it's a pity you're unable advance to the next match",比賽已結束，無緣晉級下一輪,"The tournament has ended, it's a pity you're unable advance to the next match","Thi đấu đã kết thúc, không thể vào vòng tiếp theo",경기가 종료되었습니다. 다음 라운드에 진출하지 못했습니다.,"O torneio acabou, é uma pena que você não possa avançar para a próxima partida",การแข่งขันได้สิ้นสุดลงแล้ว น่าเสียดายที่คุณไม่สามารถผ่านเข้าสู่การแข่งขันครั้งต่อไปได้
7133,objectInControl,The Pokémon has been controlled and unable to make any move,精靈處於控制狀態，無法釋放該技能,The Pokémon has been controlled and unable to make any move,Pokémon đang bị khống chế và không thể sử dụng chiêu đó.,포켓몬이 제어 상태이므로 해당 기술을 사용할 수 없습니다.,O Pokémon foi controlado e incapaz de fazer qualquer movimento,โปเกมอนถูกควบคุมและไม่สามารถเคลื่อนไหวได้
7134,combatStar,No available Battle Star,沒有可供使用的戰鬥之星,No available Battle Star,Không có Sao Chiến Đấu khả dụng,사용 가능한 배틀 스타가 없습니다.,Nenhuma estrela de batalha disponível,ไม่มี Battle Star ที่พร้อมใช้งาน
7135,useCombetStar,Has not reached the available time,未到可使用時間,Has not reached the available time,Chưa đến thời gian sử dụng,사용 시간이 되지 않았습니다.,Não atingiu o tempo disponível,ยังไม่ถึงเวลาที่มีอยู่
7136,union_bet,Unable to make a bet as it is not in the preparation period for the finals,未處於決戰準備時期，無法押註,Unable to make a bet as it is not in the preparation period for the finals,"Không trong thời gian chuẩn bị, không thể đặt cược",결전 준비 시간이 아니므로 베팅할 수 없습니다.,Não é possível fazer uma aposta porque não é o período de preparação para as finais,ไม่สามารถวางเดิมพันได้เนื่องจากไม่ได้อยู่ในช่วงเตรียมการชิงชนะเลิศ
7137,unionCombet,Union War,公會戰,Union War,Chiến Tranh Bang Hội,길드전,Guerra da União,สงครามสหภาพ
7138,unionBattleBegin,You cannot make any bets as the battle has started,對戰已開始，無法下註,You cannot make any bets as the battle has started,"Thi đấu đã bắt đầu, không thể đặt cược",대전이 이미 시작돼 베팅할 수 없습니다.,Você não pode fazer nenhuma aposta porque a batalha começou,คุณไม่สามารถวางเดิมพันใด ๆ ได้เนื่องจากการต่อสู้ได้เริ่มต้นแล้ว
7139,myTeamAllDie," All the allied teams have been knocked out, unable to check it",我方已無存活隊伍，無法檢視," All the allied teams have been knocked out, unable to check it","Phe ta không có đội ngũ, không thể xem",아군의 생존 팀이 없어 조회할 수 없습니다.,"Todas as equipes aliadas foram eliminadas, incapazes de verificar isso",ฝ่ายพันธมิตรทั้งหมดถูกน็อคเอาท์ ไม่สามารถตรวจสอบได้
7140,isFighttingNotShow,"In battle, unable to check",對戰中，無法檢視,"In battle, unable to check","Đang thi đấu, không thể xem",대전 중이므로 조회할 수 없습니다.,"Na batalha, incapaz de verificar",ในสนามรบไม่สามารถตรวจสอบได้
7141,cardsNotNum,Insufficient number of Pokémons to enter the battle,精靈不足無法上陣,Insufficient number of Pokémons to enter the battle,"Pokémon không đủ, không thể lên trận",포켓몬이 부족해 출전할 수 없습니다.,Número insuficiente de Pokémons para entrar na batalha,จำนวนโปเกมอนไม่เพียงพอที่จะเข้าสู่การต่อสู้
7142,unionFightBattleFinalWinner,"Tournament has ended, the allied team emerged victorious",比賽已結束，我方獲得最終勝利,"Tournament has ended, the allied team emerged victorious","Thi đấu kết thúc, phe ta giành chiến thắng cuối cùng",경기가 종료되었습니다. 아군이 최종 승리를 거두었습니다.,"O torneio terminou, a equipe aliada saiu vitoriosa",การแข่งขันสิ้นสุดลงแล้ว ทีมพันธมิตรเป็นฝ่ายได้รับชัยชนะ
7143,unionFightNoReplay,Please click the magnifying glass on the guild icon to view the battle report,請點擊公會圖示上的放大鏡檢視戰報,Please click the magnifying glass on the guild icon to view the battle report,Nhấn vào kính lúp trên biểu tượng bang hội để xem báo cáo trận đấu.,길드 아이콘의 확대경을 터치해 전투 보고를 확인하세요.,Clique na lupa no ícone da guilda para ver o relatório da batalha,กรุณาคลิกแว่นขยายบนไอคอนกิลด์เพื่อดูรายงานการต่อสู้
7144,weekday1,Monday,週一,Monday,Thứ hai,월요일,Segunda-feira,วันจันทร์
7145,weekday2,Tuesday,週二,Tuesday,Thứ ba,화요일,Terça-feira,วันอังคาร
7146,weekday3,Wednesday,週三,Wednesday,Thứ Tư,수요일,Quarta-feira,วันพุธ
7147,weekday4,Thursday,週四,Thursday,Thứ năm,목요일,Quinta-feira,วันพฤหัสบดี
7148,weekday5,Friday,週五,Friday,Thứ sáu,금요일,Sexta-feira,วันศุกร์
7149,weekday6,Saturday,週六,Saturday,Thứ Bảy,토요일,Sábado,วันเสาร์
7150,weekday7,Sunday,周日,Sunday,Chủ nhật,일요일,Domingo,วันอาทิตย์
7151,sortTipText,Confirm to arrange according to %s?,按照%s排序方式排序？,Confirm to arrange according to %s?,Sắp xếp them trình tự %s?,%s 순서에 따라 정렬하겠습니까?,Confirmar para organizar de acordo com %s?,ยืนยันการจัดเรียงตาม%sใช่ไหม?
7152,unionFightSortTitle,Quick sort,快速排序,Quick sort,Sắp xếp nhanh,빠른 정렬,Classificação rápida,การจัดเรียงอย่างรวดเร็ว
7153,upLevelNumber,Lv+%d,升%d級,Lv+%d,Lên cấp %d,%d레벨업,Lv+%s,Lv+%s
7154,cautionBoard,Reminder,溫馨提醒,Reminder,Nhắc nhở thân thiện,도움말,Lembrete,คำเตือน
7155,note1Content,note1 reserved,note1預留,note1 reserved,Ghi chú 1 được giữ lại,note1 예비,nota1 reservada,หมายเหตุ 1 สงวนไว้
7156,note2Content,note2 reserved,note2預留,note2 reserved,Ghi chú 2 được giữ lại,note2 예비,nota2 reservada,หมายเหตุ 2 สงวนไว้
7157,crossCraft,Global Indigo Plateau Conference,跨服石英大會,Global Indigo Plateau Conference,Indigo Plateau Conference Liên Server,글로벌 석영 대회,Conferência Global Indigo Plateau,การประชุมระดับโลก Indigo Plateau
7158,crossCraftFirstPrepare,Preparing for the first competition,首屆大賽籌備中,Preparing for the first competition,GIẢI ĐẤU ĐẦU TIÊN ĐANG CHUẨN BỊ,1차 대회 준비 중,Preparando-se para a primeira competição,การเตรียมตัวสำหรับการแข่งขันครั้งแรก
