变量名,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_kr,roleName_vn,roleName_pt,roleName_th,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,talkContent_pt,talkContent_th,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
1506,1506,无限塔,151,,,,,,,,,,,,,,1,1,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,关卡初始化后，可使用一键扫荡通关至当前可挑战的最大关卡,關卡初始化後，可使用一鍵掃蕩通關至當前可挑戰的最大關卡,"After the level is initialized, trainers can use one-tap blitz to reach the highest level to be challenged currently.","Sau khi khởi tạo màn chơi, bạn có thể sử dụng chức năng quét tự động để vượt qua các màn chơi cho đến màn chơi tối đa hiện có thể thử thách.","""스테이지를 초기화한 후, 간편소탕을 사용해 현재 도전 가능한 최고 스테이지까지 클리어할 수 있어요.""","Após a inicialização da fase, você pode usar a varredura de um clique para limpar as fases até o máximo atualmente desafiável.",หลังจากเริ่มต้นด่านแล้ว สามารถใช้การกวาดล้างแบบคลิกเดียวเพื่อเคลียร์ด่านจนถึงด่านสูงสุดที่สามารถท้าทายได้ในปัจจุบัน,,,<rightDown;btnSweep>,,,,,,TRUE,,,,,
1507,1507,无限塔,151,,,,,,,,,,,,,,1,2,,,{x=0;y=400},login/new_character/img_tjltm@.png,{x=0;y=400},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotomdex,โรทอมเดกซ์,现在让我们点击第一关吧！,現在讓我們點擊第一關吧！,Tap the first level!,Hãy nhấp vào màn chơi đầu tiên nào!,이제 첫 스테이지를 터치해 보세요!,Vamos clicar no primeiro nível!,ไปคลิกด่านแรกกันเถอะ!,,,<scroll;gate1;baseNode>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,1601,饰品抽卡-对白,161,,,26,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,,,,,,,,饰品抽卡能够获取升星道具，可以大幅度提升饰品属性,飾品抽卡能夠獲取升星道具，可以大幅度提升飾品屬性,Trinket Card can give Star Up items to greatly boost the types of the trinkets.,"Gacha phụ kiện có thể nhận được vật phẩm nâng sao, giúp tăng đáng kể thuộc tính phụ kiện.",액세서리 뽑기를 통해 승급 아이템을 획득하면 액세서리의 속성을 대폭 증가시킬 수 있어요.,"O gacha de acessórios pode obter itens de aumento de estrelas, melhorando significativamente os atributos dos acessórios.",การ์ดกาชาเครื่องประดับสามารถรับไอเท็มเพิ่มดาวได้ ช่วยเพิ่มค่าสถานะของเครื่องประดับได้อย่างมาก,,,,,,,,,,,,,,
1602,1602,饰品抽卡-进入抽卡,161,,,,,,,1,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,点击这里，进入抽卡界面。,點擊這裡，進入抽卡介面。,Tap here to enter the Card Draw interface.,Nhấp vào đây để vào giao diện gacha.,뽑기 메뉴로 들어가 봐 로토.,Clique aqui para entrar na interface de gacha.,คลิกที่นี่เพื่อเข้าสู่หน้าจอการ์ด,,抽卡,<centerBottomPanel;actionList;drawCard>,,effect/shouyindao.skel,270,,,,,,,,
1603,1603,初始抽卡—单抽,161,,,,,,,,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里打开饰品抽卡,點擊這裡打開飾品抽卡,Tap here to join the Trinket Draw.,Nhấp vào đây để mở gacha phụ kiện,여길 터치해서 액세서리 뽑기를 열어 보세요.,Clique aqui para abrir o gacha de acessórios,คลิกที่นี่เพื่อเปิดการ์ดเสริม,,单抽,<list;equip>,,effect/shouyindao.skel,270,,,,,,,,
1604,1604,饰品抽卡-对白,161,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,{x=-200;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,饰品抽卡每天都可以免费抽取一次，千万不要忘记哦!,飾品抽卡每天都可以免費抽取一次，千萬不要忘記哦!,Don't forget that you can draw the trinket card for free once every day!,Bạn có thể nhận một triệu hồi Phụ kiện miễn phí mỗi ngày. Đừng quên nhé!,액세서리 뽑기는 매일 무료로 한 번 진행할 수 있으니 잊지 마세요!,Você pode obter um Sorteio de Acessório grátis todos os dias. Não esqueça!,สามารถรับการ์ดตกแต่งฟรีได้วันละหนึ่งครั้ง อย่าลืมนะคะ!,,,,,,,,,,,,,,
1605,1605,饰品抽卡-开箱子,161,,,,,,,,,,,,,,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},,,,,,,,,,,,,,,,,<drawOnePanel>,,effect/shouyindao.skel,270,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,饰品抽卡-服务器存档,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,初始抽卡-对白,13,,,,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,,,,,,,,在这个神奇的世界里，存在着各种各样的精灵，你想不想拥有更多的精灵呢？,在這個神奇的世界裡，存在著各種各樣的精靈，你想不想擁有更多的精靈呢？,There are all sorts of Pokémons in this magical world. Don't you want to catch more of them?,"Trong thế giới kỳ diệu này, có rất nhiều loại Pokémon. Bạn có muốn sở hữu nhiều Pokémon hơn không?",이 신비한 세계에서는 다양한 포켓몬이 존재한다 로토. 더 많은 포켓몬을 얻고 싶지 않아 로토?,"Neste mundo mágico, existem vários tipos de Pokémon. Você gostaria de ter mais Pokémon?",ในโลกมหัศจรรย์แห่งนี้ มีโปเกมอนนานาชนิด คุณอยากได้โปเกมอนเพิ่มอีกไหม,,,,,,,,,,,,,,
,,初始抽卡-对白,13,,,,,,,,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,,,,,,,,让我们去试试抽卡召唤新的精灵吧！,讓我們去試試抽卡召喚新的精靈吧！,Let's try drawing some cards and summon new Pokémons!,Hãy thử triệu hồi Pokémon mới bằng gacha nào!,그럼 포켓몬 뽑기로 새로운 포켓몬을 소환해 보자 로토!,Vamos tentar invocar um novo Pokémon com um gacha!,ไปลองสุ่มการ์ดเพื่อเรียกโปเกมอนตัวใหม่กันเถอะ!,,,,,,,,,,,,,,
,,初始抽卡—主城,13,,,,,,,,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里，进入抽卡界面。,點擊這裡，進入抽卡介面。,Tap here to enter the Card Draw interface.,Nhấp vào đây để vào giao diện triệu hồi.,뽑기 메뉴로 들어가 봐 로토.,Clique aqui para acessar a interface de invocação.,คลิกที่นี่เพื่อเข้าสู่ส่วนการ์ด,,抽卡,<centerBottomPanel;actionList;drawCard>,,effect/shouyindao.skel,270,,,,,,,,
,,初始抽卡—单抽,13,,,,,,,1,,,,,,0.1,,2,,,{x=-200;y=300},login/new_character/img_tjltm@.png,{x=-200;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,点击这里开始抽卡吧！,點擊這裡開始抽卡吧！,Tap here to draw a card!,Nhấp vào đây để bắt đầu triệu hồi!,터치해서 뽑기를 시작해봐 로토!,Clique aqui para começar a invocar!,คลิกที่นี่เพื่อเริ่มสุ่มการ์ด!,,单抽,<drawOnePanel>,,effect/shouyindao.skel,270,,,,,,,,
,,空白,13,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,空白,13,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,确定,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<baseNode;btnOk>,,effect/shouyindao.skel,270,,,,,,,,
,,初始抽卡—剧情,13,,city.view,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ Tay,Rotom Dex,โรทอมเดกซ์,恭喜你获得了新精灵，让我们把它加入阵容吧！,恭喜你獲得了新精靈，讓我們把它加入陣容吧！,"Congratulations on getting a new Pokémon, let's add it to the line-up!",Chúc mừng bạn đã có Pokémon mới! Hãy thêm nó vào đội hình của bạn nào!,"""축하해, 새로운 포켓몬을 획득했어 로토. 그럼 어서 라인업에 추가해 보자 로토!""",Parabéns por obter um novo Pokémon! Vamos adicioná-lo à sua equipe!,ขอแสดงความยินดีที่ได้รับโปเกมอนตัวใหม่! มาเพิ่มมันลงในทีมกันเถอะ!,,,,,,,,,,,,,,
,,主城布阵-返回主界面,13,,,,,,,,,,,1,,0.1,,2,,,{x=0;y=100},login/new_character/img_tjltm@.png,{x=0;y=100},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,#C0xE77421#点击#C0x5B545B#这里，返回主界面,#C0xE77421#點擊#C0x5B545B#這裡，返回主介面,#C0xE77421#Tap#C0x5B545B# here to return to the main interface.,#C0xE77421#Nhấp vào#C0x5B545B#đây để quay lại màn hình chính,여길 #C0xE77421#터치#C0x5B545B#해 메인화면으로 돌아가 로토.,#C0xE77421#Clique#C0x5B545B#aqui para voltar para a tela principal,#C0xE77421#คลิก#C0x5B545B#ที่นี่เพื่อกลับไปยังหน้าจอหลัก,,,<leftTopPanel;back>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,1701,开启天赋-剧情对白,171,,city.view,27,,,,1,,,,1,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,恭喜你，成功开启了天赋系统，让我们去看一看吧,恭喜你，成功開啟了天賦系統，讓我們去看一看吧,"Congratulations, you have successfully activated the talent feature. Let's go and check it out.","Chúc mừng bạn, đã kích hoạt thành công hệ thống Tài năng. Hãy cùng xem nào!",축하드려요. 특성 시스템이 개방됐어요. 그럼 어서 살펴볼까요?,Parabéns! Você ativou com sucesso o Sistema de Talentos. Vamos dar uma olhada!,ขอแสดงความยินดี! คุณได้เปิดใช้งานระบบพรสวรรค์สำเร็จแล้ว ไปดูกันเลย!,,养成,,,,,,,,,,,,
1702,1702,开启天赋-功能入口,171,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=200},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,恭喜你，成功开启了天赋系统，点击“养成”,恭喜你，成功開啟了天賦系統，點擊“養成”,"Congratulations, you have successfully activated the talent feature. Tap ""Training"".","Chúc mừng bạn đã kích hoạt thành công hệ thống Tài năng! Nhấn vào ""Phát triển"".",축하드려요. 특성 시스템이 개방됐어요. “육성”을 터치해 보세요.,"Parabéns! Você ativou com sucesso o Sistema de Talentos. Clique em ""Desenvolver"".","ขอแสดงความยินดี! คุณได้เปิดใช้งานระบบพรสวรรค์สำเร็จแล้ว แตะที่ ""พัฒนา""",,,<centerBottomPanel;actionList;develop>,,effect/shouyindao.skel,,,,,,,,,
1703,1703,开启天赋-功能入口,171,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,点击“天赋”进入功能面板,點擊“天賦”進入功能面板,"Tap ""Talent"" to enter the control panel.","Nhấn vào ""Tài năng"" để vào bảng chức năng.",터치해 “특성” 메뉴로 진입하세요.,"Toque em ""Talento"" para acessar o painel de funções.","แตะ ""พรสวรรค์"" เพื่อเข้าสู่แผงฟังก์ชัน",,,<developPanel;developList;listItem;talent>,,effect/shouyindao.skel,,,,,,,,,
1704,1704,开启天赋-剧情对白,171,,,,,,,,,,,,,,2,2,,,{x=0;y=700},login/new_character/img_tjltm@.png,,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเดกซ์,冒险中可以获得天赋点，天赋点提升天赋等级，增加战斗能力,冒險中可以獲得天賦點，天賦點提升天賦等級，增加戰鬥能力,Talent points can be obtained in adventures. It can increase talent levels and increase combat capabilities.,"Trong cuộc phiêu lưu, bạn có thể nhận được điểm tài năng. Điểm tài năng được dùng để nâng cấp cấp độ tài năng, tăng cường khả năng chiến đấu.","""모험 중에는 특성포인트를 획득할 수 있어요. 특성포인트는 특성의 레벨을 높여, 전투 능력을 증가시킬 수 있죠.""","Pontos de talento podem ser obtidos durante a aventura, os quais são usados para aumentar os níveis de talento e melhorar as capacidades de combate.",สามารถได้รับคะแนนพรสวรรค์ในระหว่างการผจญภัย คะแนนพรสวรรค์จะใช้ในการเพิ่มระดับพรสวรรค์และเพิ่มความสามารถในการต่อสู้,,养成,,,,,,,,,,,,
1705,1705,开启天赋-打开技能,171,,,,,,,,,,,,,0.1,1,2,,,{x=-100;y=400},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,点一下这里，可以打开天赋技能,點一下這裡，可以打開天賦技能,Tap here to view the Talent Moves.,Nhấn vào đây để kích hoạt Kỹ năng Tài năng,여길 터치해서 특성 기술을 열어 보세요.,Toque aqui para ativar as Habilidades de Talento,แตะที่นี่เพื่อเปิดใช้งานทักษะพรสวรรค์,,,<rightPanel;begin;btn>,,effect/shouyindao.skel,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,1901,派遣任务,191,,city.view,30,,,,1,,,,1,,0.1,2,1,,,{x=-100;y=500},login/new_character/img_tjltm@.png,{x=0;y=300},图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,로토무 도감,Rotom Sổ tay,Rotom Dex,โรทอมเด็กซ์,恭喜训练师，你现在可以委派精灵去做任务啦！,恭喜訓練師，你現在可以委派精靈去做任務啦！,"Congratulations trainer, you can now dispatch Pokémons on a quest!","Chúc mừng huấn luyện viên, giờ đây bạn có thể giao nhiệm vụ cho Pokémon rồi!","""축하드려요, 트레이너님, 이제 포켓몬을 파견해 퀘스트를 진행할 수 있어요!""","Parabéns, Treinador! Agora você pode atribuir Pokémon a tarefas!",ขอแสดงความยินดีกับผู้ฝึกฝน! ตอนนี้คุณสามารถมอบหมายโปเกมอนให้ทำภารกิจได้แล้ว!,,,,,,,,,TRUE,,,,,
